Extracted_Text,Confidence
"N-{3-[(7ar,12as,12bs)-7-Oxo-1,3,4,6,7,7a,12a,12b-Octahydroindolo[2,3-a]Quinolizin-12(2h)-Yl]Propyl}Propane-2-Sulfonamide",1.0
2-Thioethenamine,1.0
Trifluoroacetonyl coenzyme A,1.0
"Hg9a-9, Nonanoyl-N-Hydroxyethylglucamide",1.0
O-Benzylsulfonyl-Serine,1.0
"2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid",1.0
AMPCPR,1.0
Aminoanthracene,1.0
6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,1.0
"7,9-Dimethylguanine",1.0
Methyl alpha-D-mannoside,1.0
Para-Iodo-D-Phenylalanine Hydroxamic Acid,1.0
"3,6-Anhydro-2-(hydrogen sulfate)-alpha-D-galactopyranose",1.0
D-Mannuronic Acid,1.0
2(S)-Amino-6-Boronohexanoic Acid,1.0
(4S)-5-[[(1S)-1-Carboxy-2-cyclohexylethyl]amino]-4-[[(2S)-2-[[(3R)-4-cyclohexyl-2-oxo-3-(phenylmethoxycarbonylamino)butanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-oxopentanoic acid,1.0
N-acetyl-L-arginine,1.0
3-Fluoro-2-Methyl-Aniline,1.0
Cocarboxylase,1.0
6((S)-3-Benzylpiperazin-1-Yl)-3-(Naphthalen-2-Yl)-4-(Pyridin-4-Yl)Pyrazine,1.0
Methyl N-{[(1R)-1-({1-[(benzyloxy)carbonyl]-L-prolyl-6-ammonio-L-norleucyl}amino)-2-phenylethyl](hydroxy)phosphoryl}-L-alanyl-L-prolinate,1.0
Cholesterol sulfate,1.0
TU-514,1.0
Coenzyme A,1.0
N-(5'-Phosphopyridoxyl)-D-Alanine,1.0
"2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol",1.0
5-methylcytidine 5'-monophosphate,1.0
3-Methylpyridine,1.0
3-Bromo-7-Nitroindazole,1.0
"2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol",1.0
"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine",1.0
"5-(4-Morpholin-4-Yl-Phenylsulfanyl)-2,4-Quinazolinediamine",1.0
2-Aminoprop-2-Enamide,1.0
"5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine",1.0
2-Oxo-3-Pentenoic Acid,1.0
Br-Coeleneterazine,1.0
alpha-D-glucose 6-phosphate,1.0
1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,1.0
L-756423,1.0
Staurosporine,1.0
N-(Phosphonoacetyl)-L-Ornithine,1.0
Iron azide hydrate,1.0
"5-(2-Fluoro-5-{(1E)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid",1.0
Dihydrofolic Acid,1.0
R048-8071,1.0
Imidazole-Derived Cellobiose,1.0
Amido Phenyl Pyruvic Acid,1.0
Acetyl Dithranol,1.0
Alrestatin,1.0
Fidarestat,1.0
4-Amino-5-Hydroxymethyl-2-Methylpyrimidine,1.0
8-oxo-dGMP,1.0
3-phenylpropionic acid,1.0
ACV tripeptide,1.0
"Furo[2,3d]Pyrimidine Antifolate",1.0
N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine,1.0
"(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]",1.0
N-Cyclohexyl-N'-(4-Iodophenyl)Urea,1.0
Alpha-Ribazole-5'-Phosphate,1.0
"(6S)-5,6,7,8-tetrahydrofolic acid",1.0
Epicaptopril,1.0
"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",1.0
Tridolgosir,1.0
Hexadecanesulfonyl fluoride,1.0
"2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide",1.0
"2,5-Diaminopyrimidin-4,6-diol",1.0
"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide",1.0
S-Acetyl-Cysteine,1.0
Isoluminol,1.0
2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol,1.0
"1,2-Dipalmitoyl-Phosphatidyl-Glycerole",1.0
N-[3-(aminomethyl)benzyl]acetamidine,1.0
Amylamine,1.0
N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid,1.0
(+)-2-(4-biphenyl)propionic acid,1.0
"1,2,4-Triazole-Carboxamidine",1.0
2-{4-[4-(4-Chloro-Phenoxy)-Benzenesulfonyl]-Tetrahydro-Pyran-4-Yl}-N-Hydroxy-Acetamide,1.0
4-Nitrophenyl (3S)-3-({N-[(benzyloxy)carbonyl]-L-phenylalanyl}amino)-5-phenyl-1-pentanesulfonate,1.0
Indirubin-3'-monoxime,1.0
Ribose-5-phosphate,1.0
Gabaculine,1.0
N-Butyl-Benzenesulfonamide,1.0
Lornoxicam,1.0
(S)-AMPA,1.0
3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone,1.0
Adenosine-5-Diphosphoribose,1.0
Cyclohexanone,1.0
Cellobiose,1.0
"N-[3-[(1-Aminoethyl)(Hydroxy)Phosphoryl]-2-(1,1'-Biphenyl-4-Ylmethyl)Propanoyl]Alanine",1.0
CRA_16847,1.0
4-Deoxylactose,1.0
N7-Methyl-Formycin A,1.0
Triglu-5-formyl-tetrahydrofolate,1.0
Delta-Amino Valeric Acid,1.0
N-(2-Flouro-Benzyl)-4-Sulfamoyl-Benzamide,1.0
WAY-151693,1.0
"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",1.0
Biliverdine IX Alpha,1.0
"[(2R,3R,4S,5S)-3,4-Dihydroxy-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-2-pyrrolidinyl]methyl dihydrogen phosphate",1.0
6-phospho-D-gluconic acid,1.0
L-N(omega)-nitroarginine-(4R)-amino-L-proline amide,1.0
Triglyme,1.0
Aminooxyacetic acid,1.0
"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",1.0
Bis-Benzamidine,1.0
Phosphoaminophosphonic acid guanylate ester,1.0
CRA_17312,1.0
1-Aminocyclopropanecarboxylic Acid,1.0
"(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium",1.0
"3,5-Difluorobenzenesulfonamide",1.0
Norleucine Phosphonate,1.0
CP-526423,1.0
A Disubstituted Succinyl Caprolactam Hydroxymate Mmp3inhibitor,1.0
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",1.0
Cholesteryl Linoleate,1.0
5-phospho-D-arabinohydroxamic acid,1.0
N-2-Thiophen-2-Yl-Acetamide Boronic Acid,1.0
Isatin,1.0
FR221647,1.0
Cytidine,1.0
Adenosine-2'-5'-Diphosphate,1.0
S-azabisabolene,1.0
Methyl alpha-galactoside,1.0
"(S,R)-fidarestat",1.0
Mozenavir,1.0
2-Chlorodideoxyadenosine,1.0
"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",1.0
"3,5-Dinitrocatechol",1.0
"[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid",1.0
Leucine - Reduced Carbonyl,1.0
2-Aminoethanimidic Acid,1.0
Hadacidin,1.0
Protoporphyrin Ix Containing Co,1.0
3-hydroxyisoxazole-4-carboxylic acid,1.0
Zk-806450,1.0
6-Methylpurine,1.0
Cumidine,1.0
Daidzin,1.0
Olomoucine,1.0
CP-271485,1.0
"6-Hydroxymethyl-7,8-Dihydropterin",1.0
"6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol",1.0
Butyramide,1.0
4-iodo-acetamido phenylboronic acid,1.0
Glycochenodeoxycholic Acid,1.0
"(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid",1.0
Adamantanone,1.0
4-Carboxycinnamic Acid,1.0
Diisopropyl methylphosphonate,1.0
[1-(3-hydroxy-2-oxo-1-phenethyl-propylcarbamoyl)2-phenyl-ethyl]-carbamic acid pyridin-4-ylmethyl ester,1.0
Vanillic acid,1.0
N-1-methylheptylformamide,1.0
Zenarestat,1.0
Chlorophyll A,1.0
"1-deoxy-1-{2,6,8-trioxo-7-[4-(phosphonooxy)butyl]-1,2,3,6,7,8-hexahydro-9H-purin-9-yl}-D-arabinitol",1.0
Cephalosporin analog,1.0
Molybdenum cofactor,1.0
Diethyl 4-Methylbenzylphosphonate,1.0
(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine,1.0
N1-(1-Dimethylcarbamoyl-2-Phenyl-Ethyl)-2-Oxo-N4-(2-Pyridin-2-Yl-Ethyl)-Succinamide,1.0
"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",1.0
1-hydroxy-2-isopropylguanidine,1.0
"1,2-diacyl-sn-glycero-3-phosphoinositol",1.0
Butyl alcohol,1.0
Glutathione S-atrazine,1.0
Cyclo-Tetrametavanadate,1.0
3-Amino-4-Oxybenzyl-2-Butanone,1.0
Methionine Phosphonate,1.0
K-252a,1.0
3-sulfino-L-alanine,1.0
"2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid",1.0
3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate,1.0
Sulfopyruvate,1.0
"(2S,3S,4R,5S)-2-(4-Amino-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",1.0
(R)-Propylene glycol,1.0
S-Butyryl-Cystein,1.0
Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,1.0
5'-O-(N-Ethyl-Sulfamoyl)Adenosine,1.0
"2,5-Xylidine",1.0
N-sulfo-flavin mononucleotide,1.0
Zinc trihydroxide,1.0
Propidium,1.0
"N,N-Dimethyl-L-Alanine",1.0
6-bromopurine,1.0
"9,10-Deepithio-9,10-Didehydroacanthifolicin",1.0
"1,8-Di-Hydroxy-4-Nitro-Xanthen-9-One",1.0
"2,5-Dideoxy-2,5-Imino-D-Glucitol",1.0
Co(III)-(Deuteroporphyrin IX),1.0
D-Glutamine,1.0
Mercury Acetate Ion,1.0
1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,1.0
Phenylacetaldehyde,1.0
O-Trifluoromethylphenyl Anthranilic Acid,1.0
Myristoyl-Coa,1.0
2'-Deoxyguanosine-5'-Triphosphate,1.0
Hybrid Between B and C Type Hemes (Protoporphyrin Ixcontaining Fe),1.0
Adenosine-5'-ditungstate,1.0
"D-1,4-dithiothreitol",1.0
"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",1.0
N-acetyl-beta-D-galactosamine 6-sulfate,1.0
Equilin,1.0
N-Methylmesoporphyrin containing copper,1.0
"2',3'-Dideoxyadenosine triphosphate",1.0
(S)-oxalosuccinic acid,1.0
"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-Octahydroindolo[2,3-a]Quinolizin-7(6h)-One",1.0
Phenylethyl alcohol,1.0
"8-Benzyl-2-Hydroxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",1.0
"3-(4-Fluorophenyl)-1-Hydroxy-2-(Pyridin-4-Yl)-1h-Pyrrolo[3,2-B]Pyridine",1.0
Uridine-Diphosphate-N-Acetylgalactosamine,1.0
"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",1.0
2-Bromoacetyl Group,1.0
"1,3-Dedimethyl-1,3-Divinyl Heme",1.0
3-[N-[benzyloxycarbonyl]-phenylalaninyl-amino]-5-phenyl-pentane-1-sulfonylmethylbenzene,1.0
Malonate Ion,1.0
"(S)-butane-1,3-diol",1.0
Acetone Cyanohydrin,1.0
(+)-Rutamarin alcohol,1.0
7-Nitroindazole,1.0
"Hexane-1,6-Diol",1.0
(R)-N-methyl-N-2-propynyl-1-indanamine,1.0
Metanitrophenyl-Alpha-D-Galactoside,1.0
"6,7-dioxo-5H-8-ribitylaminolumazine",1.0
Furoyl-Leucine,1.0
S-Methylcysteine,1.0
Dpb-T,1.0
"N-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside",1.0
3-(cyclohexylamino)propanesulfonic acid,1.0
AL7089A,1.0
"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",1.0
"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",1.0
LY231514 tetra glu,1.0
Taxifolin,1.0
"1,2-Di-N-Pentanoyl-Sn-Glycero-3-Dithiophosphocholine",1.0
"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",1.0
"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid",1.0
2-deoxy-2-fluoro-β-D-galactose,1.0
5'-O-[(L-methionyl)-sulphamoyl]adenosine,1.0
Immucillin-G,1.0
6-hydroxy-D-norleucine,1.0
S-Ethylisothiourea,1.0
L-methionine (R)-S-oxide,1.0
Glycinamide Ribonucleotide,1.0
Maltotetraose,1.0
Laevulinic Acid,1.0
Quinacrine mustard,1.0
"8-Benzyl-2-Hydroperoxy-2-(4-Hydroxy-Benzyl)-6-(4-Hydroxy-Phenyl)-2h-Imidazo[1,2-a]Pyrazin-3-One",1.0
Cyclohexanepropanoic acid,1.0
4-Morpholin-4-Yl-Piperidine-1-Carboxylic Acid [1-(3-Benzenesulfonyl-1-Propyl-Allylcarbamoyl)-2-Phenylethyl]-Amide,1.0
7-Deazaguanine,1.0
Hydrolyzed Cephalothin,1.0
3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid,1.0
2-Ethoxyethanol,1.0
O-Succinylbenzoate,1.0
Iodobenzene,1.0
"(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol",1.0
Trifluoro-thiamin phosphate,1.0
Ilomastat,1.0
2'-Deoxyuridine,1.0
N-Bromoacetyl-Aminoethyl Phosphate,1.0
SR11254,1.0
"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid (4-Sulfamoyl-Phenyl)-Amide",1.0
4-Oxosebacic Acid,1.0
Platelet Activating Factor,1.0
O2-Sulfo-Glucuronic Acid,1.0
Ethyl-Trimethyl-Silane,1.0
Flufenamic acid,1.0
Argininosuccinate,1.0
4-(Acetylamino)-3-Amino Benzoic Acid,1.0
[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,1.0
Dimethylallyl S-Thiolodiphosphate,1.0
S-(2-oxo)pentadecylcoa,1.0
Porphobilinogen,1.0
"2,6-Dimethyl-7-Octen-2-Ol",1.0
7-Keto-8-Aminopelargonic Acid,1.0
"[2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde",1.0
(S)-2-(Phosphonoxy)Caproyl-L-Leucyl-P-Nitroanilide,1.0
1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,1.0
"7,8-dihydro-7,7-dimethyl-6-hydroxypterin",1.0
Benzoylformic Acid,1.0
(R)-Mandelic acid,1.0
Formycin,1.0
5'-S-methyl-5'-thioadenosine,1.0
2-Phenylamino-Ethanesulfonic Acid,1.0
2-amino-3-(4-amino-1H-indol-3-yl)propanoic acid,1.0
2-(2-hydroxy-phenyl)-3H-benzoimidazole-5-carboxamidine,1.0
CRA-9334,1.0
2-Aminopropanedioic Acid,1.0
"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",1.0
Irosustat,1.0
"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",1.0
"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",1.0
"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",1.0
Isoamyl alcohol,1.0
2-Amino-6-Chloropyrazine,1.0
5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,1.0
Arginineamide,1.0
Calcipotriol,1.0
"5,10-Methylene-6-Hydrofolic Acid",1.0
Symmetric dimethylarginine,1.0
"(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione",1.0
Prostaglandin B2,1.0
"4,5-Dehydro-D-Glucuronic Acid",1.0
Palmitoyl-Linoleoyl Phosphatidylcholine,1.0
N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine,1.0
"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",1.0
5-monophosphate-9-beta-D-ribofuranosyl xanthine,1.0
"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",1.0
Methyl Methylsulfinylmethyl Sulfide,1.0
beta-D-galactose 6-phosphate,1.0
"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate",1.0
Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,1.0
Cyclic GMP,1.0
"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",1.0
2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,1.0
"5,6-dihydroxy-NADP",1.0
N-beta-D-glucopyranosylacetamide,1.0
"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",1.0
Heparin Disaccharide I-S,1.0
EM-1745,1.0
5-Iodo-2'-Deoxyuridine-5'-Monophosphate,1.0
Isopropyl alcohol,1.0
1-Hydroxyamine-2-Isobutylmalonic Acid,1.0
Triethylene glycol,1.0
2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,1.0
Carbenoxolone,1.0
"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",1.0
Flavin-N7 protonated-adenine dinucleotide,1.0
Deoxyuridine-5'-Triphosphate,1.0
(R)-2-Hydroxy-3-Sulfopropanoic Acid,1.0
2-Aminothiazoline,1.0
RU83876,1.0
S-(D-Carboxybutyl)-L-Homocysteine,1.0
NADPH,1.0
Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,1.0
N-Acetyl-Serine,1.0
"Mdl 101,146",1.0
2-Methoxyestradiol,1.0
"3,6,9,12,15-Pentaoxaheptadecane",1.0
3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,1.0
2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,1.0
Monofluorophosphate ion,1.0
Nicotinamide-adenine-dinucleotide-5-hydroxy-4-oxonorvaline,1.0
"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",1.0
3-(Benzyloxy)Pyridin-2-Amine,1.0
Heparin Disaccharide Iii-S,1.0
4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,1.0
Adenosine-5'-Rp-Alpha-Thio-Triphosphate,1.0
4-Imidazolmethylene-5-Imidazolone Chromophore,1.0
Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose,1.0
LY374571,1.0
"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",1.0
Bis-Napthyl Beta-Ketophosphonic Acid,1.0
S-Methyl Thiocysteine Group,1.0
Aminobenzoic acid,1.0
2'-Monophosphoadenosine-5'-Diphosphate,1.0
2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,1.0
"1,10-Phenanthroline",1.0
CRA_10762,1.0
(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,1.0
N-Acetyl-L-Citrulline,1.0
"3-Aza-2,3-Dihydrogeranyl Diphosphate",1.0
Nz-(1-Carboxyethyl)-Lysine,1.0
"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",1.0
"2,5-Dimethylpyrimidin-4-Amine",1.0
Adenosine monotungstate,1.0
Xylose-Derived Imidazole,1.0
Myricetin,1.0
"D-gluconhydroximo-1,5-lactam",1.0
MMI-175,1.0
Beta-D-Glucose,1.0
Deoxyinosine,1.0
nor-NOHA,1.0
Namn,1.0
Tolrestat,1.0
(E)-2-Fluoro-P-Hydroxycinnamate,1.0
Leucine Phosphonic Acid,1.0
"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",1.0
5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide,1.0
"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",1.0
"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",1.0
Oxiranpseudoglucose,1.0
"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",1.0
Methylethylamine,1.0
O-(N-acetyl-alpha-D-galactosaminyl)-L-serine,1.0
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,1.0
L-Rhamnitol,1.0
ES-936,1.0
"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",1.0
"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",1.0
2-Fluoroaniline,1.0
1-Deoxy-1-Thio-Heptaethylene Glycol,1.0
12-Bromododecanoic Acid,1.0
N-Valeric Acid,1.0
6-O-Cyclohexylmethyl Guanine,1.0
"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",1.0
"(1r,4s)-2-Azabornane",1.0
"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",1.0
"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",1.0
Tetrahydropyran,1.0
Hydroxyethylcysteine,1.0
Cyclo(his-pro),1.0
N-Octyl-2-Hydroxyethyl Sulfoxide,1.0
"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",1.0
"2,4,6-Tribromophenol",1.0
"(R,R)-2,3-Butanediol",1.0
Ethyl Oxo(Piperidin-1-Yl)Acetate,1.0
"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",1.0
Uridine-5'-diphosphate-mannose,1.0
Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,1.0
Thiopyrophosphate,1.0
Geldanamycin,1.0
Hexadecyl Octanoate,1.0
Carboxyatractyloside,1.0
"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",1.0
Quinaldic Acid,1.0
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,1.0
Trehalose-6-Phosphate,1.0
RU90395,1.0
"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",1.0
4-(2-Thienyl)Butyric Acid,1.0
Aminomethylcyclohexane,1.0
{4-[(2S)-2-({[(1S)-1-Carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,1.0
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,1.0
3-O-Methylfructose in Linear Form,1.0
"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",1.0
Dioxyselenocysteine,1.0
Methicillin Acyl-Serine,1.0
2-Deoxy-2-Amino Glucitol-6-Phosphate,1.0
Glutamine hydroxamate,1.0
"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",1.0
N-Tridecanoic Acid,1.0
3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,1.0
"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",1.0
B-nonylglucoside,1.0
Thymidine 5'-triphosphate,1.0
Antimonous acid,1.0
5-(6-Amino-9h-Purin-9-Yl)-4-Hydroxytetrahydrofuran-3-Yl Dihydrogen Phosphate,1.0
Fluoresceinylthioureido,1.0
Aracytidine 5'-monophosphate,1.0
Undecyl-Phosphinic Acid Butyl Ester,1.0
"S-(2,4-dinitrophenyl)glutathione",1.0
4-guanidinobenzoic acid,1.0
Hydrogenobyrinic acid,1.0
S-Methyl Phosphocysteine,1.0
